%%BEGIN_HEADER
	%%BEGIN DATABASE_INFORMATION
		%Date.0 ( 15.5.2015 )
		%Time.0 ( 15:31 )
	%%END DATABASE_INFORMATION
	%%BEGIN SETUP_INFORMATION
		%TrackerVersion.0 ( Tracker version 2.35 release 20.06.2010 )
		%ElapsedTime_ms.0 ( 1200015 )
		%Paradigm.0 ( PlaceAvoidance )
		%ShockParameters.0 ( 300 300 1000 1000 )
			// %ShockParameters.0 ( EntranceLatency ShockDuration InterShockLatency OutsideRefractory )
		%ElapsedPath_m.0 ( 74,27 )
		%ArenaDiameter_m.0 ( 0.82 )
		%TrackerResolution_PixPerCM.0 ( 3.1220 )
		%ArenaCenterXY.0 ( 127.5 127.5 )
		%Frame.0 ( ArenaFrame )
		%ReinforcedSector.0 ( 0 0 0.0000 1.2750  )
			//%ReinforcedSector.0 ( CenterAngle Width InnerRadius OuterRadius )
		%RoomTrackReinforcedSector.0 ( 135 60 0.0000 127.5000  )
			//%ReinforcedSector.0 ( CenterAngle Width InnerRadius OuterRadius )
		%ArenaTrackReinforcedSector.0 ( 0 0 0.0000 1.2750  )
			//%ReinforcedSector.0 ( CenterAngle Width InnerRadius OuterRadius )
	%%END SETUP_INFORMATION
	%%BEGIN RECORD_FORMAT
		%Sample.0 ( FrameCount 1msTimeStamp RoomX RoomY Sectors State CurrentLevel MotorState Flags FrameInfo )
			//Sectors indicate if the object is in a sector. Number is binary coded. Sectors = 0: no sector, Sectors = 1: room sector, Sectors: = 2 arena sector, Sectors: = 3 room and arena sector
			//State indicates the Avoidance state: OutsideSector = 0, EntranceLatency = 1, Shock = 2, InterShockLatency = 3, OutsideRefractory = 4, BadSpot = 5
			//MotorState indicates: NoMove = 0, MoveCW = positive, MoveCCW = negative
			//ShockLevel indicates the level of shock current: NoShock = 0, CurrentLevel = other_values
			//FrameInfo indicates succesfuly tracked spots: ReferencePoint * 2^0 + Spot0 * 2^(1+0) + Spot1 * 2^(1+1) + Spot2 * 2^(1+2) .... 
	%%END RECORD_FORMAT
%%END_HEADER
1	72	0	0	0	5	0	3	*	1
2	112	0	0	0	5	0	3	*	1
3	152	0	0	0	5	0	3	*	1
4	192	0	0	0	5	0	3	*	1
5	232	0	0	0	5	0	3	*	1
6	272	0	0	0	5	0	3	*	1
7	312	0	0	0	5	0	3	*	1
8	352	0	0	0	5	0	3	*	1
9	392	160	60	0	0	0	3	*	3
10	432	160	61	0	0	0	3	*	3
11	472	161	63	0	0	0	3	*	3
12	512	162	65	0	0	0	3	*	3
13	552	164	66	0	0	0	3	*	3
14	592	166	67	0	0	0	3	*	3
15	632	166	68	0	0	0	3	*	3
16	672	168	70	0	0	0	3	*	3
17	712	167	70	0	0	0	3	*	3
18	752	167	71	0	0	0	3	*	3
19	792	166	71	0	0	0	3	*	3
20	832	165	71	0	0	0	3	*	3
21	872	163	73	0	0	0	3	*	3
22	912	163	71	0	0	0	3	*	3
23	952	162	71	0	0	0	3	*	3
24	992	161	70	0	0	0	3	*	3
25	1032	160	70	0	0	0	3	*	3
26	1072	161	69	0	0	0	3	*	3
27	1112	161	68	0	0	0	3	*	3
28	1152	162	68	0	0	0	3	*	3
29	1192	164	68	0	0	0	3	*	3
30	1232	166	68	0	0	0	3	*	3
31	1272	169	69	0	0	0	3	*	3
32	1312	171	68	0	0	0	3	*	3
33	1352	172	68	0	0	0	3	*	3
34	1392	173	70	0	0	0	3	*	3
35	1432	174	69	0	0	0	3	*	3
36	1472	175	70	0	0	0	3	*	3
37	1512	176	68	0	0	0	3	*	3
38	1552	176	67	0	0	0	3	*	3
39	1592	177	67	0	0	0	3	*	3
40	1632	177	68	0	0	0	3	*	3
41	1672	179	68	0	0	0	3	*	3
42	1712	180	68	0	0	0	3	*	3
43	1752	183	68	0	0	0	3	*	3
44	1792	185	68	0	0	0	3	*	3
45	1832	187	68	0	0	0	3	*	3
46	1872	187	67	0	0	0	3	*	3
47	1912	188	66	0	0	0	3	*	3
48	1952	189	65	0	0	0	3	*	3
49	1992	190	63	0	0	0	3	*	3
50	2032	192	60	0	0	0	3	*	3
51	2072	195	59	0	0	0	3	*	3
52	2112	196	58	0	0	0	3	*	3
53	2152	196	58	0	0	0	3	*	3
54	2192	198	56	0	0	0	3	*	3
55	2232	199	55	0	0	0	3	*	3
56	2272	200	55	0	0	0	3	*	3
57	2312	201	56	0	0	0	3	*	3
58	2352	203	57	0	0	0	3	*	3
59	2392	203	59	0	0	0	3	*	3
60	2432	204	60	0	0	0	3	*	3
61	2472	205	60	0	0	0	3	*	3
62	2512	207	63	0	0	0	3	*	3
63	2552	208	65	0	0	0	3	*	3
64	2592	207	66	0	0	0	3	*	3
65	2632	208	67	0	0	0	3	*	3
66	2672	208	68	0	0	0	3	*	3
67	2712	208	68	0	0	0	3	*	3
68	2752	208	68	0	0	0	3	*	3
69	2792	208	68	0	0	0	3	*	3
70	2832	208	67	0	0	0	3	*	3
71	2872	208	67	0	0	0	3	*	3
72	2912	208	67	0	0	0	3	*	3
73	2952	208	67	0	0	0	3	*	3
74	2992	208	67	0	0	0	3	*	3
75	3032	208	68	0	0	0	3	*	3
76	3072	207	68	0	0	0	3	*	3
77	3112	208	68	0	0	0	3	*	3
78	3152	208	69	0	0	0	3	*	3
79	3192	208	69	0	0	0	3	*	3
80	3232	208	70	0	0	0	3	*	3
81	3272	208	70	0	0	0	3	*	3
82	3312	208	70	0	0	0	3	*	3
83	3352	208	70	0	0	0	3	*	3
84	3392	208	71	0	0	0	3	*	3
85	3432	206	71	0	0	0	3	*	3
86	3472	206	71	0	0	0	3	*	3
87	3512	206	71	0	0	0	3	*	3
88	3552	206	71	0	0	0	3	*	3
89	3592	206	71	0	0	0	3	*	3
90	3632	206	71	0	0	0	3	*	3
91	3672	205	71	0	0	0	3	*	3
92	3712	206	72	0	0	0	3	*	3
93	3752	205	71	0	0	0	3	*	3
94	3792	206	71	0	0	0	3	*	3
95	3832	206	71	0	0	0	3	*	3
96	3872	206	71	0	0	0	3	*	3
97	3912	207	70	0	0	0	3	*	3
98	3952	207	70	0	0	0	3	*	3
99	3992	208	68	0	0	0	3	*	3
100	4032	208	66	0	0	0	3	*	3
101	4072	209	65	0	0	0	3	*	3
102	4112	210	63	0	0	0	3	*	3
103	4152	211	62	0	0	0	3	*	3
104	4192	211	61	0	0	0	3	*	3
105	4232	211	60	0	0	0	3	*	3
106	4272	212	58	0	0	0	3	*	3
107	4312	213	56	0	0	0	3	*	3
108	4352	214	55	0	0	0	3	*	3
109	4392	214	55	0	0	0	3	*	3
110	4432	215	54	0	0	0	3	*	3
111	4472	216	53	0	0	0	3	*	3
112	4512	216	52	0	0	0	3	*	3
113	4552	216	51	0	0	0	3	*	3
114	4592	216	50	0	0	0	3	*	3
115	4632	217	49	0	0	0	3	*	3
116	4672	217	48	0	0	0	3	*	3
117	4712	217	48	0	0	0	3	*	3
118	4752	216	46	0	0	0	3	*	3
119	4792	214	46	0	0	0	3	*	3
120	4832	214	45	0	0	0	3	*	3
121	4872	214	45	0	0	0	3	*	3
122	4912	214	44	0	0	0	3	*	3
123	4952	213	44	0	0	0	3	*	3
124	4992	212	44	0	0	0	3	*	3
125	5032	211	44	0	0	0	3	*	3
126	5072	209	44	0	0	0	3	*	3
127	5112	208	43	0	0	0	3	*	3
128	5152	208	43	0	0	0	3	*	3
129	5192	206	42	0	0	0	3	*	3
130	5232	204	42	0	0	0	3	*	3
131	5272	204	41	0	0	0	3	*	3
132	5312	203	40	0	0	0	3	*	3
133	5352	203	39	0	0	0	3	*	3
134	5392	203	39	0	0	0	3	*	3
135	5432	200	39	0	0	0	3	*	3
136	5472	197	39	0	0	0	3	*	3
137	5512	196	41	0	0	0	3	*	3
138	5552	196	41	0	0	0	3	*	3
139	5592	196	41	0	0	0	3	*	3
140	5632	196	40	0	0	0	3	*	3
141	5672	196	40	0	0	0	3	*	3
142	5712	195	39	0	0	0	3	*	3
143	5752	194	40	0	0	0	3	*	3
144	5792	193	40	0	0	0	3	*	3
145	5832	193	40	0	0	0	3	*	3
146	5872	192	40	0	0	0	3	*	3
147	5912	192	40	0	0	0	3	*	3
148	5952	192	39	0	0	0	3	*	3
149	5992	192	39	0	0	0	3	*	3
150	6032	192	38	0	0	0	3	*	3
151	6072	191	36	0	0	0	3	*	3
152	6112	191	35	0	0	0	3	*	3
153	6152	191	34	0	0	0	3	*	3
154	6192	190	32	0	0	0	3	*	3
155	6232	189	29	0	0	0	3	*	3
156	6272	189	28	0	0	0	3	*	3
157	6312	186	28	0	0	0	3	*	3
158	6352	182	29	0	0	0	3	*	3
159	6392	179	29	0	0	0	3	*	3
160	6432	177	29	0	0	0	3	*	3
161	6472	175	29	0	0	0	3	*	3
162	6512	174	28	0	0	0	3	*	3
163	6552	172	27	0	0	0	3	*	3
164	6592	172	26	0	0	0	3	*	3
165	6632	172	23	0	0	0	3	*	3
166	6672	171	21	0	0	0	3	*	3
167	6712	169	19	0	0	0	3	*	3
168	6752	167	19	0	0	0	3	*	3
169	6792	165	18	0	0	0	3	*	3
170	6832	164	17	0	0	0	3	*	3
171	6872	163	18	0	0	0	3	*	3
172	6912	163	18	0	0	0	3	*	3
173	6952	161	18	0	0	0	3	*	3
174	6992	160	19	0	0	0	3	*	3
175	7032	158	19	0	0	0	3	*	3
176	7072	156	19	0	0	0	3	*	3
177	7112	154	20	0	0	0	3	*	3
178	7152	152	21	0	0	0	3	*	3
179	7192	149	21	0	0	0	3	*	3
180	7232	147	19	0	0	0	3	*	3
181	7272	144	17	0	0	0	3	*	3
182	7312	141	14	0	0	0	3	*	3
183	7352	139	13	0	0	0	3	*	3
184	7392	135	11	0	0	0	3	*	3
185	7432	132	11	0	0	0	3	*	3
186	7472	131	11	0	0	0	3	*	3
187	7512	129	12	0	0	0	3	*	3
188	7552	128	11	0	0	0	3	*	3
189	7592	126	11	0	0	0	3	*	3
190	7632	125	11	0	0	0	3	*	3
191	7672	123	12	0	0	0	3	*	3
192	7712	119	13	0	0	0	3	*	3
193	7752	118	14	0	0	0	3	*	3
194	7792	116	16	0	0	0	3	*	3
195	7832	115	17	0	0	0	3	*	3
196	7872	114	16	0	0	0	3	*	3
197	7912	113	14	0	0	0	3	*	3
198	7952	113	13	0	0	0	3	*	3
199	7992	112	13	0	0	0	3	*	3
200	8032	111	12	0	0	0	3	*	3
201	8072	111	11	0	0	0	3	*	3
202	8112	112	9	0	0	0	3	*	3
203	8152	114	6	0	0	0	3	*	3
204	8192	114	4	0	0	0	3	*	3
205	8232	115	4	0	0	0	3	*	3
206	8272	115	4	0	0	0	3	*	3
207	8312	116	3	0	0	0	3	*	3
208	8352	116	3	0	0	0	3	*	3
209	8392	116	3	0	0	0	3	*	3
210	8432	115	2	0	0	0	3	*	3
211	8472	115	2	0	0	0	3	*	3
212	8512	114	2	0	0	0	3	*	3
213	8552	113	2	0	0	0	3	*	3
214	8592	114	2	0	0	0	3	*	3
215	8632	114	2	0	0	0	3	*	3
216	8672	113	3	0	0	0	3	*	3
217	8712	113	3	0	0	0	3	*	3
218	8752	112	3	0	0	0	3	*	3
219	8792	112	3	0	0	0	3	*	3
220	8832	112	3	0	0	0	3	*	3
221	8872	111	3	0	0	0	3	*	3
222	8912	112	3	0	0	0	3	*	3
223	8952	112	3	0	0	0	3	*	3
224	8992	113	3	0	0	0	3	*	3
225	9032	113	3	0	0	0	3	*	3
226	9072	113	3	0	0	0	3	*	3
227	9112	112	3	0	0	0	3	*	3
228	9152	112	3	0	0	0	3	*	3
229	9192	112	3	0	0	0	3	*	3
230	9232	111	3	0	0	0	3	*	3
231	9272	112	3	0	0	0	3	*	3
232	9312	112	3	0	0	0	3	*	3
233	9352	112	3	0	0	0	3	*	3
234	9392	113	3	0	0	0	3	*	3
235	9432	112	3	0	0	0	3	*	3
236	9472	112	3	0	0	0	3	*	3
237	9512	111	3	0	0	0	3	*	3
238	9552	111	3	0	0	0	3	*	3
239	9592	112	4	0	0	0	3	*	3
240	9632	112	4	0	0	0	3	*	3
241	9672	112	4	0	0	0	3	*	3
242	9712	111	4	0	0	0	3	*	3
243	9752	112	4	0	0	0	3	*	3
244	9792	111	4	0	0	0	3	*	3
245	9832	112	4	0	0	0	3	*	3
246	9872	112	4	0	0	0	3	*	3
247	9912	112	4	0	0	0	3	*	3
