%%BEGIN_HEADER
	%%BEGIN DATABASE_INFORMATION
		%Date.0 ( 15.5.2015 )
		%Time.0 ( 15:57 )
	%%END DATABASE_INFORMATION
	%%BEGIN SETUP_INFORMATION
		%TrackerVersion.0 ( Tracker version 2.35 release 20.06.2010 )
		%ElapsedTime_ms.0 ( 1200021 )
		%Paradigm.0 ( PlaceAvoidance )
		%ShockParameters.0 ( 300 300 1000 1000 )
			// %ShockParameters.0 ( EntranceLatency ShockDuration InterShockLatency OutsideRefractory )
		%ElapsedPath_m.0 ( 64,31 )
		%ArenaDiameter_m.0 ( 0.82 )
		%TrackerResolution_PixPerCM.0 ( 3.1220 )
		%ArenaCenterXY.0 ( 127.5 127.5 )
		%Frame.0 ( RoomFrame )
		%ReinforcedSector.0 ( 135 60 0.0000 127.5000  )
			//%ReinforcedSector.0 ( CenterAngle Width InnerRadius OuterRadius )
		%RoomTrackReinforcedSector.0 ( 135 60 0.0000 127.5000  )
			//%ReinforcedSector.0 ( CenterAngle Width InnerRadius OuterRadius )
		%ArenaTrackReinforcedSector.0 ( 0 0 0.0000 1.2750  )
			//%ReinforcedSector.0 ( CenterAngle Width InnerRadius OuterRadius )
	%%END SETUP_INFORMATION
	%%BEGIN RECORD_FORMAT
		%Sample.0 ( FrameCount 1msTimeStamp RoomX RoomY Sectors State CurrentLevel MotorState Flags FrameInfo )
			//Sectors indicate if the object is in a sector. Number is binary coded. Sectors = 0: no sector, Sectors = 1: room sector, Sectors: = 2 arena sector, Sectors: = 3 room and arena sector
			//State indicates the Avoidance state: OutsideSector = 0, EntranceLatency = 1, Shock = 2, InterShockLatency = 3, OutsideRefractory = 4, BadSpot = 5
			//MotorState indicates: NoMove = 0, MoveCW = positive, MoveCCW = negative
			//ShockLevel indicates the level of shock current: NoShock = 0, CurrentLevel = other_values
			//FrameInfo indicates succesfuly tracked spots: ReferencePoint * 2^0 + Spot0 * 2^(1+0) + Spot1 * 2^(1+1) + Spot2 * 2^(1+2) .... 
	%%END RECORD_FORMAT
%%END_HEADER
1	78	212	78	0	0	0	3	*	3
2	118	213	79	0	0	0	3	*	3
3	158	214	80	0	0	0	3	*	3
4	198	215	80	0	0	0	3	*	3
5	238	217	79	0	0	0	3	*	3
6	278	219	78	0	0	0	3	*	3
7	318	221	77	0	0	0	3	*	3
8	358	223	76	0	0	0	3	*	3
9	398	225	76	0	0	0	3	*	3
10	438	230	77	0	0	0	3	*	3
11	478	0	0	0	5	0	3	*	1
12	518	0	0	0	5	0	3	*	1
13	558	243	81	0	0	0	3	*	3
14	598	0	0	0	5	0	3	*	1
15	638	0	0	0	5	0	3	*	1
16	678	0	0	0	5	0	3	*	1
17	718	0	0	0	5	0	3	*	1
18	758	0	0	0	5	0	3	*	1
19	798	0	0	0	5	0	3	*	1
20	838	0	0	0	5	0	3	*	1
21	878	0	0	0	5	0	3	*	1
22	918	0	0	0	5	0	3	*	1
23	958	0	0	0	5	0	3	*	1
24	998	0	0	0	5	0	3	*	1
25	1038	0	0	0	5	0	3	*	1
26	1078	0	0	0	5	0	3	*	1
27	1118	0	0	0	5	0	3	*	1
28	1158	0	0	0	5	0	3	*	1
29	1198	0	0	0	5	0	3	*	1
30	1238	0	0	0	5	0	3	*	1
31	1278	0	0	0	5	0	3	*	1
32	1318	0	0	0	5	0	3	*	1
33	1358	0	0	0	5	0	3	*	1
34	1398	0	0	0	5	0	3	*	1
35	1438	0	0	0	5	0	3	*	1
36	1478	0	0	0	5	0	3	*	1
37	1518	0	0	0	5	0	3	*	1
38	1558	0	0	0	5	0	3	*	1
39	1598	247	113	0	0	0	3	*	3
40	1638	242	122	0	0	0	3	*	3
41	1678	238	130	0	0	0	3	*	3
42	1718	232	134	0	0	0	3	*	3
43	1758	225	137	0	0	0	3	*	3
44	1798	220	140	0	0	0	3	*	3
45	1838	216	144	0	0	0	3	*	3
46	1878	214	147	0	0	0	3	*	3
47	1918	212	149	0	0	0	3	*	3
48	1958	209	151	0	0	0	3	*	3
49	1998	206	150	0	0	0	3	*	3
50	2038	206	150	0	0	0	3	*	3
